credit_card_num,card_code,expire_month,expire_year,card_type,Owner_email
6.98E+14,219,7,2023,Discover,eparmanpy@nsu.edu
6.03E+14,324,7,2032,Discover,ppartener5@nsu.edu
7.00E+14,232,4,2029,Discover,tdargue74@nsu.edu
6.82E+14,14,8,2024,Discover,lmacardleba@nsu.edu
6.31E+14,181,7,2024,Discover,afettersbb@nsu.edu
6.24E+14,449,8,2025,Discover,jdeavinb5@nsu.edu
6.87E+14,288,10,2029,Discover,xjevon9u@nsu.edu
6.68E+14,733,6,2026,Discover,cbichenob2@nsu.edu
6.32E+14,388,2,2023,Discover,tserjeantsonoa@nsu.edu
6.22E+14,363,8,2032,Discover,hballham35@nsu.edu
6.50E+14,5,5,2025,Discover,dsimonson6e@nsu.edu
6.15E+14,492,10,2028,Discover,tkorting48@nsu.edu
6.78E+14,658,12,2028,Discover,gpartrick8x@nsu.edu
6.48E+14,82,12,2028,Discover,clangsburyab@nsu.edu
6.20E+14,877,7,2023,Discover,nshemelthc@nsu.edu
6.07E+14,274,12,2025,Discover,npartkyaod@nsu.edu
6.25E+14,995,11,2023,Discover,jpairemanq1@nsu.edu
6.82E+14,360,2,2023,Discover,gpennicott4u@nsu.edu
6.03E+14,71,6,2027,Discover,plaver6z@nsu.edu
6.18E+14,198,12,2026,Discover,mstickingsr0@nsu.edu
6.81E+14,4,2,2030,Discover,wkermit8b@nsu.edu
6.14E+14,367,7,2027,Discover,bleversonmq@nsu.edu
6.54E+14,516,12,2024,Discover,aodaly4b@nsu.edu
6.80E+14,229,10,2028,Discover,ncassley8o@nsu.edu
6.92E+14,194,3,2031,Discover,agallahueb3@nsu.edu
6.13E+14,933,11,2031,Discover,elosebie1j@nsu.edu
6.50E+14,154,2,2030,Discover,atorrejon3c@nsu.edu
6.33E+14,340,1,2025,Discover,vwyse61@nsu.edu
6.46E+14,694,3,2029,Discover,daddams9d@nsu.edu
6.26E+14,72,7,2026,Discover,eoleszczak9l@nsu.edu
6.70E+14,782,3,2026,Discover,dantonionic0@nsu.edu
6.28E+14,975,7,2023,Discover,gdeblaseer@nsu.edu
6.99E+14,137,6,2027,Discover,ffarrallh0@nsu.edu
6.57E+14,208,5,2025,Discover,dcordeniw@nsu.edu
6.87E+14,528,4,2024,Discover,lespasa40@nsu.edu
6.88E+14,686,11,2023,Discover,sstacylq@nsu.edu
6.70E+14,533,11,2030,Discover,rwallbankl@nsu.edu
6.71E+14,475,8,2031,Discover,aharmantbr@nsu.edu
6.38E+14,876,6,2025,Discover,asimonsen7z@nsu.edu
6.60E+14,576,5,2026,Discover,wsemechikci@nsu.edu
6.75E+14,617,8,2028,Discover,rtendahles@nsu.edu
6.43E+14,51,6,2023,Discover,kmulqueenyhi@nsu.edu
6.12E+14,673,1,2031,Discover,bmcileenl7@nsu.edu
6.05E+14,884,7,2028,Discover,aboldisonpt@nsu.edu
6.25E+14,813,1,2026,Discover,ssmeed6a@nsu.edu
6.87E+14,206,12,2030,Discover,gkalkofer9n@nsu.edu
6.34E+14,243,5,2025,Discover,sbussy1d@nsu.edu
6.49E+14,964,5,2023,Discover,rmessham4m@nsu.edu
6.30E+14,298,11,2029,Discover,jjelkesco@nsu.edu
6.52E+14,839,7,2032,Discover,mbamptongy@nsu.edu
6.67E+14,824,1,2024,Discover,jeliassen15@nsu.edu
6.45E+14,901,5,2030,Discover,smoggle4z@nsu.edu
6.30E+14,214,9,2026,Discover,rblackeslandj4@nsu.edu
6.03E+14,309,5,2023,Discover,abirtchnellja@nsu.edu
6.47E+14,188,6,2024,Discover,dtilneos@nsu.edu
6.31E+14,848,1,2028,Discover,mcometsona8@nsu.edu
6.39E+14,701,8,2024,Discover,cvassbenderaw@nsu.edu
6.08E+14,208,4,2025,Discover,tmoberley20@nsu.edu
6.47E+14,580,10,2032,Discover,msprackling43@nsu.edu
6.14E+14,449,7,2023,Discover,eantonowicz34@nsu.edu
6.35E+14,421,12,2026,Discover,pmeadmore4o@nsu.edu
6.12E+14,362,1,2032,Discover,jquene9q@nsu.edu
6.69E+14,843,11,2024,Discover,ryglesiaar@nsu.edu
6.12E+14,537,4,2024,Discover,lmacconaghycn@nsu.edu
6.11E+14,233,7,2029,Discover,mgentreaupi@nsu.edu
6.30E+14,419,3,2024,Discover,mattridge6i@nsu.edu
6.04E+14,112,2,2023,Discover,jponting5d@nsu.edu
6.23E+14,95,11,2027,Discover,lwhatlinga@nsu.edu
6.97E+14,856,11,2026,Discover,ayitzovicz3p@nsu.edu
6.59E+14,408,8,2030,Discover,hmottehj@nsu.edu
6.11E+14,78,8,2031,Discover,rjancarmi@nsu.edu
6.39E+14,810,2,2028,Discover,mbrendishow@nsu.edu
6.95E+14,157,3,2024,Discover,miltchev9w@nsu.edu
6.90E+14,587,3,2027,Discover,agodsafebl@nsu.edu
6.83E+14,682,8,2029,Discover,pfarronc6@nsu.edu
6.60E+14,296,9,2027,Discover,jomarag3@nsu.edu
6.41E+14,725,3,2026,Discover,dgoodenoughgs@nsu.edu
6.23E+14,719,12,2030,Discover,mdobbsox@nsu.edu
6.07E+14,213,12,2031,Discover,padaway23@nsu.edu
6.85E+14,991,5,2026,Discover,tsloper9p@nsu.edu
6.74E+14,316,3,2029,Discover,afoulghamit@nsu.edu
6.64E+14,288,10,2029,Discover,mufflh@nsu.edu
6.34E+14,493,9,2023,Discover,ariochqa@nsu.edu
6.90E+14,709,10,2032,Discover,bkiffe36@nsu.edu
6.45E+14,353,12,2024,Discover,tpimmockejp@nsu.edu
6.28E+14,586,4,2031,Discover,corht2v@nsu.edu
6.41E+14,882,2,2030,Discover,gstockneyay@nsu.edu
6.32E+14,441,3,2023,Discover,nturonepc@nsu.edu
6.70E+14,194,5,2032,Discover,jmargaret17@nsu.edu
6.21E+14,57,5,2023,Discover,dfardoe9n@nsu.edu
6.99E+14,210,1,2031,Discover,itansleyh0@nsu.edu
6.19E+14,222,11,2025,Discover,yallnatt50@nsu.edu
6.18E+14,753,5,2026,Discover,jcardenas75@nsu.edu
6.00E+14,372,12,2024,Discover,tbrimilcombe9o@nsu.edu
7.00E+14,287,5,2025,Discover,mbrumby12@nsu.edu
6.29E+14,84,3,2031,Discover,afidilis36@nsu.edu
6.59E+14,1,6,2031,Discover,tkerinhm@nsu.edu
6.50E+14,479,12,2029,Discover,wskeinkc@nsu.edu
6.69E+14,679,11,2024,Discover,aalishonerpw@nsu.edu
6.33E+14,558,7,2032,Discover,sbridgwood7x@nsu.edu
6.31E+14,81,9,2028,Discover,rtreleaven8x@nsu.edu
6.15E+14,984,2,2023,Discover,maitkin9f@nsu.edu
6.43E+14,182,6,2026,Discover,msmorfit80@nsu.edu
6.42E+14,178,1,2025,Discover,mmalimhf@nsu.edu
6.14E+14,720,5,2029,Discover,ogoodliffe46@nsu.edu
6.95E+14,307,2,2031,Discover,gcorderoqs@nsu.edu
6.77E+14,182,9,2024,Discover,jprydie1q@nsu.edu
6.82E+14,151,1,2028,Discover,vgannaway79@nsu.edu
6.73E+14,97,6,2027,Discover,ebowcock2g@nsu.edu
6.15E+14,76,2,2032,Discover,gfotitto0@nsu.edu
6.01E+14,348,4,2027,Discover,nborland6e@nsu.edu
6.46E+14,570,12,2030,Discover,swhyatt8t@nsu.edu
6.11E+14,519,8,2024,Discover,rmacclure9m@nsu.edu
6.98E+14,877,4,2024,Discover,garonowb8@nsu.edu
6.34E+14,652,12,2028,Discover,alivickee@nsu.edu
6.91E+14,607,11,2026,Discover,ffaneh6@nsu.edu
6.36E+14,475,7,2031,Discover,lambroschi9@nsu.edu
6.97E+14,696,11,2031,Discover,mcettellif@nsu.edu
6.18E+14,243,1,2032,Discover,kchalfantqo@nsu.edu
6.84E+14,99,9,2029,Discover,nmcgraydz@nsu.edu
6.17E+14,382,1,2024,Discover,jaclandg1@nsu.edu
6.26E+14,618,6,2025,Discover,eswanbourneq0@nsu.edu
6.06E+14,990,3,2030,Discover,nmanicomb56@nsu.edu
6.05E+14,786,11,2026,Discover,mgrace5v@nsu.edu
6.50E+14,429,10,2025,Discover,hatkynsbo@nsu.edu
6.12E+14,753,4,2032,Discover,szannini5x@nsu.edu
6.43E+14,287,8,2032,Discover,fwaylandj5@nsu.edu
6.14E+14,856,5,2032,Discover,gdiamentk6@nsu.edu
6.53E+14,132,12,2026,Discover,rmalesm1@nsu.edu
6.91E+14,458,1,2029,Discover,tmendozah@nsu.edu
7.00E+14,309,10,2024,Discover,dpatzelt28@nsu.edu
6.42E+14,328,1,2031,Discover,gmouncher75@nsu.edu
6.73E+14,732,12,2026,Discover,svearncomb9v@nsu.edu
6.23E+14,779,8,2023,Discover,kaimsonie@nsu.edu
6.33E+14,317,9,2024,Discover,ejoanaudpm@nsu.edu
6.59E+14,743,10,2023,Discover,ayonge5o@nsu.edu
6.60E+14,441,5,2028,Discover,msansambv@nsu.edu
6.08E+14,715,8,2027,Discover,zcallis3n@nsu.edu
6.50E+14,29,4,2029,Discover,ksaill6m@nsu.edu
6.37E+14,810,12,2028,Discover,hcheltnam7e@nsu.edu
6.08E+14,742,10,2030,Discover,ejekele1@nsu.edu
6.03E+14,975,3,2029,Discover,joakesnx@nsu.edu
6.28E+14,25,6,2030,Discover,nnewby6p@nsu.edu
6.58E+14,977,4,2028,Discover,lraccio1z@nsu.edu
6.65E+14,47,12,2024,Discover,wlaurancegt@nsu.edu
6.94E+14,346,2,2025,Discover,jflegha@nsu.edu
6.99E+14,58,12,2031,Discover,htoffaninikm@nsu.edu
6.23E+14,147,6,2026,Discover,smcquorkellng@nsu.edu
7.00E+14,246,8,2030,Discover,rmacfadzeanp0@nsu.edu
6.17E+14,549,2,2026,Discover,selambe@nsu.edu
6.07E+14,304,8,2027,Discover,ggreatreaxgb@nsu.edu
6.93E+14,17,2,2029,Discover,dbackler59@nsu.edu
6.22E+14,571,7,2028,Discover,cmansellbo@nsu.edu
6.85E+14,257,10,2032,Discover,tfoxenjc@nsu.edu
6.12E+14,753,5,2027,Discover,gbasiloneo4@nsu.edu
6.34E+14,671,3,2031,Discover,ucolin3u@nsu.edu
6.45E+14,113,9,2026,Discover,hvereb0@nsu.edu
6.87E+14,920,4,2030,Discover,dpaffot2o@nsu.edu
6.86E+14,132,5,2030,Discover,ctilney4o@nsu.edu
6.24E+14,858,2,2023,Discover,bcalifornia92@nsu.edu
6.22E+14,163,4,2026,Discover,vrutgersbf@nsu.edu
6.03E+14,809,2,2032,Discover,rbroadberrie21@nsu.edu
6.98E+14,761,1,2023,Discover,rofallon3u@nsu.edu
6.23E+14,740,9,2026,Discover,anassau4p@nsu.edu
6.70E+14,205,7,2031,Discover,deliasson7f@nsu.edu
6.88E+14,340,11,2031,Discover,bsawdonni@nsu.edu
6.68E+14,266,9,2023,Discover,olangwade9t@nsu.edu
6.74E+14,522,7,2023,Discover,fgodwynpg@nsu.edu
6.10E+14,436,1,2028,Discover,kkaysr6@nsu.edu
6.13E+14,409,10,2026,Discover,bmunganw@nsu.edu
6.96E+14,123,10,2030,Discover,skeohanec2@nsu.edu
6.14E+14,698,11,2030,Discover,syarrowi5@nsu.edu
6.59E+14,403,3,2023,Discover,dmccritchiej3@nsu.edu
6.50E+14,404,3,2031,Discover,dhawtrymt@nsu.edu
6.61E+14,626,8,2027,Discover,hfollitmu@nsu.edu
6.58E+14,930,10,2031,Discover,sakkerqn@nsu.edu
6.63E+14,160,1,2030,Discover,mallot4w@nsu.edu
6.72E+14,842,4,2031,Discover,wtumulty6v@nsu.edu
6.27E+14,857,9,2025,Discover,bwrightham94@nsu.edu
6.52E+14,863,12,2030,Discover,gotterydd@nsu.edu
6.52E+14,575,1,2024,Discover,cwetherellmc@nsu.edu
6.62E+14,77,9,2025,Discover,bgimblett51@nsu.edu
6.87E+14,853,12,2023,Discover,ahorder69@nsu.edu
6.62E+14,220,4,2024,Discover,amaccathayam@nsu.edu
6.33E+14,646,4,2024,Discover,tbrowerca@nsu.edu
7.00E+14,202,4,2024,Discover,wandreolettify@nsu.edu
6.70E+14,769,1,2026,Discover,cdebrickbu@nsu.edu
6.55E+14,21,10,2032,Discover,fhebdonfi@nsu.edu
6.96E+14,257,11,2028,Discover,lpittmanfo@nsu.edu
6.43E+14,624,1,2026,Discover,ereinardm4@nsu.edu
6.07E+14,433,3,2027,Discover,rvanderhoeven9h@nsu.edu
6.74E+14,859,9,2030,Discover,ctyttertonad@nsu.edu
6.45E+14,352,7,2032,Discover,dbrigstocko2@nsu.edu
6.26E+14,630,3,2027,Discover,jgullefordnn@nsu.edu
6.83E+14,225,1,2027,Discover,nbrandonov@nsu.edu
6.61E+14,527,12,2026,Discover,iconni@nsu.edu
6.03E+14,852,4,2025,Discover,ldudnyu@nsu.edu
6.99E+14,278,7,2025,Discover,dpattie5z@nsu.edu
6.98E+14,132,11,2025,Discover,bhalledeb4@nsu.edu
6.43E+14,290,10,2029,Discover,ikneesha3v@nsu.edu
6.64E+14,938,2,2032,Discover,vgreatorex3z@nsu.edu
6.36E+14,223,3,2031,Discover,lsekulla8w@nsu.edu
6.76E+14,474,4,2031,Discover,ggricebj@nsu.edu
6.55E+14,23,8,2031,Discover,jcrippillea@nsu.edu
6.95E+14,572,8,2028,Discover,uchalfantlk@nsu.edu
6.85E+14,756,2,2025,Discover,smedcalfmg@nsu.edu
6.19E+14,964,8,2026,Discover,bschankeaa@nsu.edu
6.41E+14,24,1,2031,Discover,lgrayp2@nsu.edu
6.41E+14,23,1,2029,Discover,lspreadbury75@nsu.edu
6.55E+14,138,12,2025,Discover,eshawlag@nsu.edu
6.27E+14,254,9,2025,Discover,tfosseyan@nsu.edu
6.14E+14,170,2,2029,Discover,tcooksleyhl@nsu.edu
6.91E+14,183,4,2026,Discover,mbarrowsi7@nsu.edu
6.93E+14,708,5,2026,Discover,mromayniq@nsu.edu
6.04E+14,304,7,2025,Discover,dbawme3@nsu.edu
6.63E+14,415,9,2025,Discover,burion3x@nsu.edu
6.84E+14,204,11,2027,Discover,rchitham5m@nsu.edu
6.13E+14,560,10,2023,Discover,cgianelli98@nsu.edu
6.67E+14,857,1,2025,Discover,ddungg@nsu.edu
6.06E+14,720,2,2026,Discover,mweavingiy@nsu.edu
6.59E+14,303,10,2029,Discover,vpendleberyo7@nsu.edu
6.70E+14,38,5,2025,Discover,kmurby54@nsu.edu
6.18E+14,64,3,2032,Discover,tpollock7j@nsu.edu
6.52E+14,155,8,2025,Discover,apinwelldp@nsu.edu
6.16E+14,626,7,2023,Discover,pilewiczhu@nsu.edu
6.50E+14,383,7,2032,Discover,ahurchix@nsu.edu
6.65E+14,755,9,2026,Discover,ifynan60@nsu.edu
6.79E+14,801,12,2029,Discover,mrowantree6n@nsu.edu
6.26E+14,832,1,2023,Discover,mkellieem@nsu.edu
6.17E+14,531,7,2029,Discover,sasserg9@nsu.edu
6.25E+14,492,10,2024,Discover,lscatchar72@nsu.edu
6.69E+14,670,5,2027,Discover,lmuzzolloeo@nsu.edu
6.79E+14,456,7,2025,Discover,sfantonf8@nsu.edu
6.10E+14,413,3,2023,Discover,mprimefz@nsu.edu
6.51E+14,962,6,2030,Discover,castupenasr7@nsu.edu
6.30E+14,503,1,2029,Discover,lthornberbk@nsu.edu
6.04E+14,71,7,2023,Discover,cfrenschc9@nsu.edu
6.26E+14,321,5,2025,Discover,gbengtssoncq@nsu.edu
6.46E+14,50,1,2026,Discover,rweipperti4@nsu.edu
6.19E+14,659,5,2029,Discover,fdumingo77@nsu.edu
6.89E+14,831,10,2031,Discover,ktorfinrn@nsu.edu
6.35E+14,484,9,2024,Discover,iclyant8l@nsu.edu
6.87E+14,150,5,2023,Discover,qricardoufm@nsu.edu
6.95E+14,606,3,2032,Discover,lcuffehv@nsu.edu
6.42E+14,758,4,2027,Discover,qstewardq5@nsu.edu
6.84E+14,129,2,2027,Discover,cortnerac@nsu.edu
6.95E+14,90,1,2030,Discover,bmaplesdenbc@nsu.edu
6.22E+14,415,3,2028,Discover,ncolenutt8r@nsu.edu
6.70E+14,288,10,2028,Discover,fnisslekb@nsu.edu
6.47E+14,884,11,2029,Discover,ageydonf6@nsu.edu
6.94E+14,26,12,2028,Discover,ccaulket7u@nsu.edu
6.17E+14,727,10,2025,Discover,fcorcoran7v@nsu.edu
6.50E+14,813,10,2028,Discover,jtukesbygp@nsu.edu
6.62E+14,174,1,2025,Discover,sdowdellg6@nsu.edu
6.46E+14,289,1,2024,Discover,fmethho@nsu.edu
6.13E+14,877,2,2030,Discover,gburgoineju@nsu.edu
6.54E+14,575,8,2025,Discover,nminghimj@nsu.edu
6.66E+14,975,6,2030,Discover,fdomicannu@nsu.edu
6.24E+14,109,5,2026,Discover,hhardesty5@nsu.edu
6.49E+14,977,12,2025,Discover,pguerrin48@nsu.edu
6.21E+14,378,9,2025,Discover,tdibbert96@nsu.edu
6.04E+14,645,6,2025,Discover,jcraythorne6h@nsu.edu
6.49E+14,634,10,2031,Discover,kkiesselhe@nsu.edu
6.19E+14,634,3,2027,Discover,bbackshq@nsu.edu
6.48E+14,771,5,2028,Discover,apaulsenib@nsu.edu
6.68E+14,864,2,2027,Discover,deyerca@nsu.edu
6.62E+14,199,7,2024,Discover,lknightsbridgedr@nsu.edu
6.36E+14,446,12,2025,Discover,dskates57@nsu.edu
6.48E+14,624,5,2027,Discover,nledgister8s@nsu.edu
6.54E+14,329,10,2030,Discover,ljoannic3f@nsu.edu
6.61E+14,273,5,2027,Discover,wtopleya4@nsu.edu
6.81E+14,541,6,2028,Discover,kbramhallhd@nsu.edu
6.16E+14,572,2,2031,Discover,spenquetpq@nsu.edu
6.99E+14,909,3,2026,Discover,totton9i@nsu.edu
6.40E+14,528,10,2030,Discover,ahammersleym8@nsu.edu
6.35E+14,765,1,2028,Discover,bduchenne17@nsu.edu
6.46E+14,375,2,2031,Discover,csheals5i@nsu.edu
6.27E+14,229,10,2028,Discover,elescop76@nsu.edu
6.16E+14,680,12,2027,Discover,rlefriec62@nsu.edu
6.23E+14,549,2,2024,Discover,keverett6n@nsu.edu
6.78E+14,535,6,2028,Discover,rpittmanq6@nsu.edu
6.82E+14,278,1,2032,Discover,acosford2l@nsu.edu
6.30E+14,497,3,2029,Discover,kdobbins7t@nsu.edu
6.48E+14,440,10,2030,Discover,lcutbirthld@nsu.edu
6.27E+14,543,7,2027,Discover,dbirchng@nsu.edu
6.25E+14,945,1,2029,Discover,kbartolacci3s@nsu.edu
6.71E+14,147,2,2028,Discover,bhearnshawfj@nsu.edu
6.09E+14,202,5,2025,Discover,hreavellhk@nsu.edu
6.90E+14,395,7,2025,Discover,uogelbekv@nsu.edu
6.98E+14,313,1,2032,Discover,rstewartsonnb@nsu.edu
6.21E+14,694,11,2031,Discover,saldis1j@nsu.edu
6.56E+14,878,3,2024,Discover,rdukesg2@nsu.edu
6.44E+14,730,3,2024,Discover,tkyrkemangz@nsu.edu
6.84E+14,841,8,2032,Discover,sheightonno@nsu.edu
6.82E+14,926,12,2030,Discover,rlinay1w@nsu.edu
6.82E+14,896,10,2026,Discover,jcox7y@nsu.edu
6.46E+14,773,11,2032,Discover,ladlingtonal@nsu.edu
6.18E+14,367,2,2025,Discover,lbarokbv@nsu.edu
6.96E+14,959,11,2024,Discover,kacott9b@nsu.edu
6.62E+14,203,3,2028,Discover,emcconaghyeu@nsu.edu
6.50E+14,843,3,2030,Discover,mnandht@nsu.edu
6.52E+14,414,2,2032,Discover,wfluxq5@nsu.edu
6.41E+14,618,4,2028,Discover,mclynterrc@nsu.edu
6.91E+14,508,8,2025,Discover,fsibylla5v@nsu.edu
6.38E+14,344,6,2026,Discover,ependleburyku@nsu.edu
6.59E+14,22,10,2032,Discover,elongstaff28@nsu.edu
6.39E+14,170,1,2025,Discover,mwaghorn2z@nsu.edu
6.29E+14,211,11,2032,Discover,cplatt6b@nsu.edu
6.55E+14,433,9,2032,Discover,mbohincw@nsu.edu
6.01E+14,173,7,2030,Discover,tladone6@nsu.edu
6.89E+14,205,2,2028,Discover,lbrandelkb@nsu.edu
6.11E+14,115,9,2023,Discover,dofiellyd7@nsu.edu
6.72E+14,131,4,2032,Discover,dtretwellao@nsu.edu
6.23E+14,942,7,2025,Discover,svearncombeo1@nsu.edu
6.07E+14,86,2,2029,Discover,gbenezet2b@nsu.edu
6.44E+14,842,11,2026,Discover,moakhillij@nsu.edu
6.81E+14,980,10,2030,Discover,obuddelljn@nsu.edu
6.14E+14,47,6,2028,Discover,imoorfieldkh@nsu.edu
6.64E+14,330,6,2024,Discover,dbarrowcloughlz@nsu.edu
6.05E+14,580,9,2027,Discover,hcostonrb@nsu.edu
6.22E+14,909,3,2030,Discover,mpratt4@nsu.edu
6.20E+14,401,9,2029,Discover,estaker2j@nsu.edu
6.45E+14,211,12,2023,Discover,dcolhoun4m@nsu.edu
6.21E+14,756,8,2025,Discover,aallcoatin@nsu.edu
6.62E+14,235,7,2028,Discover,jmacnellyiv@nsu.edu
6.63E+14,450,11,2031,Discover,lpurkiss1y@nsu.edu
6.85E+14,857,3,2028,Discover,cbaudou4n@nsu.edu
6.18E+14,517,8,2023,Discover,ggerssam9t@nsu.edu
6.58E+14,764,7,2023,Discover,asaveryy@nsu.edu
6.18E+14,155,1,2023,Discover,cnesfieldnj@nsu.edu
6.54E+14,195,10,2032,Discover,cbebisnn@nsu.edu
6.66E+14,584,3,2031,Discover,rjirekot@nsu.edu
6.73E+14,534,2,2030,Discover,kmallon2h@nsu.edu
6.64E+14,830,2,2025,Discover,gshrimplingep@nsu.edu
6.07E+14,621,8,2030,Discover,ccowlamjt@nsu.edu
6.09E+14,721,11,2027,Discover,mbrameldmu@nsu.edu
6.67E+14,385,10,2029,Discover,nmiddisj@nsu.edu
6.20E+14,810,3,2032,Discover,sbouzek39@nsu.edu
6.85E+14,300,11,2024,Discover,ndutchburnel@nsu.edu
6.88E+14,317,9,2029,Discover,xpanasdn@nsu.edu
6.06E+14,4,10,2030,Discover,sfeldmesserly@nsu.edu
6.96E+14,529,3,2029,Discover,ccolteneh@nsu.edu
6.71E+14,435,8,2025,Discover,tsustin8c@nsu.edu
6.87E+14,809,9,2031,Discover,ddowdeswella5@nsu.edu
6.40E+14,832,7,2031,Discover,schance5c@nsu.edu
6.48E+14,842,10,2030,Discover,csoutter7d@nsu.edu
6.48E+14,569,7,2031,Discover,bdeavenell7o@nsu.edu
6.46E+14,939,10,2031,Discover,bgianottigl@nsu.edu
6.16E+14,633,6,2025,Discover,nkubul9@nsu.edu
6.63E+14,690,7,2027,Discover,tdolanli@nsu.edu
6.30E+14,261,3,2023,Discover,bmctiernanr@nsu.edu
6.15E+14,779,4,2025,Discover,nmoncktonaw@nsu.edu
7.00E+14,711,1,2024,Discover,tarnouldd2@nsu.edu
6.33E+14,380,5,2025,Discover,jblazijd@nsu.edu
6.32E+14,734,8,2032,Discover,tmushartn@nsu.edu
6.84E+14,816,3,2029,Discover,bleadstonaw@nsu.edu
6.58E+14,342,10,2025,Discover,ssemarkd4@nsu.edu
6.79E+14,815,10,2027,Discover,drosemang8@nsu.edu
6.83E+14,764,8,2031,Discover,fkearypt@nsu.edu
6.02E+14,192,2,2026,Discover,cflatmano5@nsu.edu
6.54E+14,194,5,2030,Discover,bglascotta7@nsu.edu
6.23E+14,617,7,2032,Discover,mcremincr@nsu.edu
6.03E+14,967,1,2031,Discover,ploxdaleeg@nsu.edu
6.07E+14,298,1,2028,Discover,estanerfh@nsu.edu
6.54E+14,112,3,2028,Discover,hsanbrookh9@nsu.edu
6.73E+14,633,2,2029,Discover,jologhlend1@nsu.edu
6.15E+14,88,1,2027,Discover,kcopestickpr@nsu.edu
6.67E+14,976,9,2026,Discover,gbachnic5n@nsu.edu
6.24E+14,938,5,2031,Discover,mkempton8e@nsu.edu
6.76E+14,134,7,2030,Discover,mmanonmx@nsu.edu
6.68E+14,973,4,2027,Discover,ystidstonpv@nsu.edu
6.89E+14,317,6,2027,Discover,alardner46@nsu.edu
6.24E+14,646,10,2024,Discover,useckeras@nsu.edu
6.91E+14,621,6,2028,Discover,lclawe8h@nsu.edu
6.36E+14,180,3,2031,Discover,gpitfieldpg@nsu.edu
6.19E+14,973,4,2023,Discover,mthorwarth60@nsu.edu
6.34E+14,818,8,2032,Discover,hdanielsh9@nsu.edu
6.25E+14,199,2,2024,Discover,dgyrgorwicxi6@nsu.edu
6.81E+14,640,10,2030,Discover,rpierriln@nsu.edu
6.54E+14,335,4,2027,Discover,mthomsenrr@nsu.edu
6.28E+14,738,7,2024,Discover,mrammebw@nsu.edu
6.47E+14,464,1,2026,Discover,cbernardot2e@nsu.edu
6.12E+14,641,5,2027,Discover,lmorrieson2i@nsu.edu
6.86E+14,735,11,2025,Discover,msigward5v@nsu.edu
6.67E+14,842,7,2024,Discover,kstuke9u@nsu.edu
6.71E+14,321,9,2025,Discover,hleroux8d@nsu.edu
6.15E+14,544,12,2031,Discover,jburhillag@nsu.edu
6.72E+14,885,2,2023,Discover,afettiplacemg@nsu.edu
6.89E+14,452,6,2031,Discover,mdecavilleaz@nsu.edu
6.93E+14,413,11,2027,Discover,tdoveston1@nsu.edu
6.79E+14,262,2,2029,Discover,amcpartlin2w@nsu.edu
6.79E+14,780,4,2031,Discover,cklyner56@nsu.edu
6.16E+14,2,3,2032,Discover,gcordall73@nsu.edu
6.54E+14,352,8,2025,Discover,stice87@nsu.edu
6.89E+14,307,1,2029,Discover,gfahyb3@nsu.edu
6.56E+14,0,9,2026,Discover,dnaughtonmz@nsu.edu
6.65E+14,392,7,2027,Discover,lcleugher29@nsu.edu
6.05E+14,232,6,2030,Discover,llapthorne6k@nsu.edu
6.73E+14,907,5,2030,Discover,dbigglestonecc@nsu.edu
6.54E+14,690,10,2026,Discover,aheadingtonhz@nsu.edu
6.17E+14,21,12,2024,Discover,zmckintoshqa@nsu.edu
6.87E+14,147,11,2032,Discover,dyukhniniqj@nsu.edu
6.00E+14,52,11,2028,Discover,fpeotz9q@nsu.edu
6.98E+14,852,11,2026,Discover,qjakoubec2j@nsu.edu
6.25E+14,771,5,2026,Discover,crontree9q@nsu.edu
6.75E+14,574,3,2029,Discover,kricciardiellobf@nsu.edu
6.18E+14,406,8,2026,Discover,smcmennumh5@nsu.edu
6.46E+14,780,3,2026,Discover,nrideoutmi@nsu.edu
6.79E+14,926,10,2025,Discover,dmillimoee0@nsu.edu
6.13E+14,426,10,2031,Discover,rwhiskerl3@nsu.edu
6.31E+14,538,10,2032,Discover,kwilcockesfx@nsu.edu
6.88E+14,485,7,2027,Discover,forbine4p@nsu.edu
6.54E+14,780,3,2032,Discover,aromao4q@nsu.edu
6.34E+14,589,1,2023,Discover,cwarriorby@nsu.edu
6.18E+14,877,3,2028,Discover,pcuerdacs@nsu.edu
6.93E+14,572,5,2029,Discover,nromagnosikx@nsu.edu
6.73E+14,415,9,2028,Discover,amarkosn0@nsu.edu
6.96E+14,563,12,2032,Discover,mjeffersqs@nsu.edu
6.15E+14,186,6,2023,Discover,gessberger7k@nsu.edu
6.85E+14,371,6,2030,Discover,gespositogp@nsu.edu
6.73E+14,947,6,2023,Discover,dneedhs@nsu.edu
6.93E+14,855,1,2025,Discover,jlesurfqb@nsu.edu
6.17E+14,134,2,2026,Discover,mburttqf@nsu.edu
6.67E+14,103,4,2023,Discover,fjanaszkiewicze@nsu.edu
6.06E+14,356,5,2032,Discover,estanway5d@nsu.edu
6.12E+14,581,4,2031,Discover,jmaletrattb8@nsu.edu
6.20E+14,57,2,2025,Discover,mickowics63@nsu.edu
6.06E+14,995,9,2028,Discover,bbrigge6o@nsu.edu
6.88E+14,84,6,2025,Discover,kdomanski9o@nsu.edu
6.52E+14,813,1,2031,Discover,edionisiih1@nsu.edu
6.80E+14,90,11,2029,Discover,lbonhamp@nsu.edu
6.04E+14,456,10,2025,Discover,scanedo5q@nsu.edu
